# File: L201.LaborProductivity_GCAMINDIA.csv
# Title:INDIA value written to all states
# Units: NA
# Column types: cnn
# --------
region,year,laborproductivity
KA,2040,-0.001556259
KA,2045,-0.00195231
KA,2050,-0.004095973
KA,2055,-0.00946975
KA,2060,-0.011566979
KA,2065,-0.008876228
KA,2070,-0.012496626
KA,2075,-0.012009032
KA,2080,-0.00865667
KA,2085,-0.011669056
KA,2090,-0.012432651
KA,2095,-0.012340707
KA,2100,-0.013862693
KL,2010,0.027647946
KL,2015,0.01700693
KL,2020,0.008354366
KL,2025,0.004179774
KL,2030,0.004043465
KL,2035,-0.000966609
KL,2040,0.000543047
KL,2045,0.000146163
KL,2050,-0.002002007
KL,2055,-0.007387083
KL,2060,-0.009488722
KL,2065,-0.006792313
KL,2070,-0.010420323
KL,2075,-0.009931704
KL,2080,-0.006572294
KL,2085,-0.009591013
KL,2090,-0.010356214
KL,2095,-0.010264076
KL,2100,-0.011789262
LA,2010,0.06086
LA,2015,0.05302
LA,2020,0.05145
LA,2025,0.05007
LA,2030,0.04823
LA,2035,0.04642
LA,2040,0.04468
LA,2045,0.04253
LA,2050,0.04081
LA,2055,0.03993
LA,2060,0.03772
LA,2065,0.03634
LA,2070,0.03447
LA,2075,0.03346
LA,2080,0.03244
LA,2085,0.03189
LA,2090,0.03236
LA,2095,0.03241
LA,2100,0.03049
LD,2010,0.06086
LD,2015,0.05302
LD,2020,0.05145
LD,2025,0.05007
LD,2030,0.04823
LD,2035,0.04642
LD,2040,0.04468
LD,2045,0.04253
LD,2050,0.04081
LD,2055,0.03993
LD,2060,0.03772
LD,2065,0.03634
LD,2070,0.03447
LD,2075,0.03346
LD,2080,0.03244
LD,2085,0.03189
LD,2090,0.03236
LD,2095,0.03241
LD,2100,0.03049
MH,2010,0.044391152
MH,2015,0.055476808
MH,2020,0.054070746
MH,2025,0.05250592
MH,2030,0.055381679
MH,2035,0.055426532
MH,2040,0.049136926
MH,2045,0.051408392
MH,2050,0.052537228
MH,2055,0.050950613
MH,2060,0.053451155
MH,2065,0.051506348
MH,2070,0.053753077
MH,2075,0.050745866
MH,2080,0.051432289
MH,2085,0.046026397
MH,2090,0.043673201
MH,2095,0.042892126
MH,2100,0.041078797
ML,2010,0.040658283
ML,2015,0.019335054
ML,2020,0.009847082
ML,2025,0.012973677
ML,2030,0.01022552
ML,2035,0.013723524
ML,2040,0.011187075
ML,2045,0.006996754
ML,2050,0.001328818
ML,2055,0.002355958
ML,2060,-0.002716991
ML,2065,-0.002678729
ML,2070,-0.008707893
ML,2075,-0.010323971
ML,2080,-0.008794789
ML,2085,-0.013346502
ML,2090,-0.015360458
ML,2095,-0.016232555
ML,2100,-0.018420993
MN,2010,0.019432751
MN,2015,0.029424905
MN,2020,0.04585678
MN,2025,0.040122132
MN,2030,0.028421786
MN,2035,0.021893138
MN,2040,0.016563299
MN,2045,0.018745877
MN,2050,0.01894116
MN,2055,0.015611755
MN,2060,0.015420097
MN,2065,0.010037067
MN,2070,0.007870662
MN,2075,0.009680313
MN,2080,0.004264026
MN,2085,0.002084077
MN,2090,0.001962117
MN,2095,0.002486869
MN,2100,0.00114998
MP,2010,0.058717682
MP,2015,0.054792081
MP,2020,0.096561657
MP,2025,0.092506946
MP,2030,0.093778977
MP,2035,0.091417443
MP,2040,0.08486126
MP,2045,0.087080421
MP,2050,0.088039258
MP,2055,0.086112088
MP,2060,0.088328651
MP,2065,0.085871955
MP,2070,0.087662018
MP,2075,0.083947291
MP,2080,0.083961264
MP,2085,0.088283335
MP,2090,0.084970961
MP,2095,0.083210748
MP,2100,0.080296264
MZ,2010,0.056740657
MZ,2015,0.101728735
MZ,2020,0.135642318
MZ,2025,0.130033167
MZ,2030,0.117674542
MZ,2035,0.112225592
MZ,2040,0.106289909
MZ,2045,0.108539326
MZ,2050,0.108635244
MZ,2055,0.104906005
MZ,2060,0.104600318
MZ,2065,0.098657434
MZ,2070,0.096223665
MZ,2075,0.098124262
MZ,2080,0.092175965
MZ,2085,0.089757562
MZ,2090,0.089587282
MZ,2095,0.090130298
MZ,2100,0.088659066
NL,2010,0.102276726
NL,2015,0.068619022
NL,2020,0.080219527
NL,2025,0.079093114
NL,2030,0.071444332
NL,2035,0.069517524
NL,2040,0.065317168
NL,2045,0.058713076
NL,2050,0.060100143
NL,2055,0.057721843
NL,2060,0.058511457
NL,2065,0.053787265
NL,2070,0.052315072
NL,2075,0.054895301
NL,2080,0.049824241
NL,2085,0.048031913
NL,2090,0.048289142
NL,2095,0.049120587
NL,2100,0.047900079
OD,2010,0.047944512
OD,2015,0.040710259
OD,2020,0.087106145
OD,2025,0.087102389
OD,2030,0.092188235
OD,2035,0.094070681
OD,2040,0.087873752
OD,2045,0.090663485
OD,2050,0.092381837
OD,2055,0.091394984
OD,2060,0.084241283
OD,2065,0.083121808
OD,2070,0.086437155
OD,2075,0.08445313
OD,2080,0.086398782
OD,2085,0.08216569
OD,2090,0.081202116
OD,2095,0.081986151
OD,2100,0.081818914
PB,2010,0.059627001
PB,2015,0.051563737
PB,2020,0.05494178
PB,2025,0.05281637
PB,2030,0.055598075
PB,2035,0.055982495
PB,2040,0.050108833
PB,2045,0.043012931
PB,2050,0.044836826
PB,2055,0.044110719
PB,2060,0.037520759
PB,2065,0.036740923
PB,2070,0.030145646
PB,2075,0.028629952
PB,2080,0.03088072
PB,2085,0.027307253
PB,2090,0.026874895
PB,2095,0.028142326
PB,2100,0.028546235
PC,2010,0.06086
PC,2015,0.05302
PC,2020,0.05145
PC,2025,0.05007
PC,2030,0.04823
PC,2035,0.04642
PC,2040,0.04468
PC,2045,0.04253
PC,2050,0.04081
PC,2055,0.03993
PC,2060,0.03772
PC,2065,0.03634
PC,2070,0.03447
PC,2075,0.03346
PC,2080,0.03244
PC,2085,0.03189
PC,2090,0.03236
PC,2095,0.03241
PC,2100,0.03049
RJ,2010,0.041889775
RJ,2015,0.05551738
RJ,2020,0.055376446
RJ,2025,0.053304542
RJ,2030,0.056443025
RJ,2035,0.054901915
RJ,2040,0.048654351
RJ,2045,0.050977096
RJ,2050,0.052171372
RJ,2055,0.050664708
RJ,2060,0.053257909
RJ,2065,0.051420503
RJ,2070,0.053788422
RJ,2075,0.050916351
RJ,2080,0.051752605
RJ,2085,0.046508567
RJ,2090,0.044331882
RJ,2095,0.043742425
RJ,2100,0.042134015
SK,2010,0.014659532
SK,2015,0.061568169
SK,2020,0.114179236
SK,2025,0.109250908
SK,2030,0.108558743
SK,2035,0.103101593
SK,2040,0.102635815
SK,2045,0.100201241
SK,2050,0.095979942
SK,2055,0.09892117
SK,2060,0.095008857
SK,2065,0.096539682
SK,2070,0.091229104
SK,2075,0.090602834
SK,2080,0.093276458
SK,2085,0.089072884
SK,2090,0.087495148
SK,2095,0.08700524
SK,2100,0.084886308
TN,2010,0.043978262
TN,2015,0.050982538
TN,2020,0.06362329
TN,2025,0.061115057
TN,2030,0.06379716
TN,2035,0.062952829
TN,2040,0.056618371
TN,2045,0.058906035
