INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
IncomeElasticity,,,,,,,
,,,,,,,
region,energy.final.demand,year,income.elasticity,,,,
AN,Agriculture,2015,0.3,,,,
AN,Agriculture,2025,0.822118858,,,,
AN,Agriculture,2030,0.806916024,,,,
AN,Agriculture,2035,0.780159276,,,,
AN,Agriculture,2040,0.766865049,,,,
AN,Agriculture,2045,0.757281015,,,,
AN,Agriculture,2050,0.755162014,,,,
AN,Agriculture,2055,0.644998026,,,,
AN,Agriculture,2060,0.634023508,,,,
AN,Agriculture,2065,0.612659757,,,,
AN,Agriculture,2070,0.610380111,,,,
AN,Agriculture,2075,0.590960971,,,,
AN,Agriculture,2080,0.571341231,,,,
AN,Agriculture,2085,0.604751195,,,,
AN,Agriculture,2090,0.584612149,,,,
AN,Agriculture,2095,0.560459999,,,,
AN,Agriculture,2100,0.543416033,,,,
AP,Agriculture,2015,0.3,,,,
AP,Agriculture,2025,0.822118896,,,,
AP,Agriculture,2030,0.806915764,,,,
AP,Agriculture,2035,0.780159642,,,,
AP,Agriculture,2040,0.767035022,,,,
AP,Agriculture,2045,0.757490666,,,,
AP,Agriculture,2050,0.730244076,,,,
AP,Agriculture,2055,0.645088996,,,,
AP,Agriculture,2060,0.634324946,,,,
AP,Agriculture,2065,0.61235738,,,,
AP,Agriculture,2070,0.610063965,,,,
AP,Agriculture,2075,0.590965966,,,,
AP,Agriculture,2080,0.571907479,,,,
AP,Agriculture,2085,0.604762251,,,,
AP,Agriculture,2090,0.583570824,,,,
AP,Agriculture,2095,0.562467517,,,,
AP,Agriculture,2100,0.541439902,,,,
AR,Agriculture,2015,0.3,,,,
AR,Agriculture,2025,0.821591934,,,,
AR,Agriculture,2030,0.796004931,,,,
AR,Agriculture,2035,0.780639601,,,,
AR,Agriculture,2040,0.766371789,,,,
AR,Agriculture,2045,0.740684438,,,,
AR,Agriculture,2050,0.729694546,,,,
AR,Agriculture,2055,0.645350081,,,,
AR,Agriculture,2060,0.623852203,,,,
AR,Agriculture,2065,0.611848829,,,,
AR,Agriculture,2070,0.590791549,,,,
AR,Agriculture,2075,0.591456406,,,,
AR,Agriculture,2080,0.570924026,,,,
AR,Agriculture,2085,0.552087671,,,,
AR,Agriculture,2090,0.582500453,,,,
AR,Agriculture,2095,0.560091812,,,,
AR,Agriculture,2100,0.538627921,,,,
AS,Agriculture,2015,0.3,,,,
AS,Agriculture,2025,0.812641711,,,,
AS,Agriculture,2030,0.795593994,,,,
AS,Agriculture,2035,0.769626983,,,,
AS,Agriculture,2040,0.753956319,,,,
AS,Agriculture,2045,0.740436201,,,,
AS,Agriculture,2050,0.730232998,,,,
AS,Agriculture,2055,0.638341694,,,,
AS,Agriculture,2060,0.623567925,,,,
AS,Agriculture,2065,0.612355959,,,,
AS,Agriculture,2070,0.590434357,,,,
AS,Agriculture,2075,0.590960076,,,,
AS,Agriculture,2080,0.571916195,,,,
AS,Agriculture,2085,0.552904182,,,,
AS,Agriculture,2090,0.583572955,,,,
AS,Agriculture,2095,0.562487376,,,,
AS,Agriculture,2100,0.541410653,,,,
BR,Agriculture,2015,0.3,,,,
BR,Agriculture,2025,0.812641693,,,,
BR,Agriculture,2030,0.795594116,,,,
BR,Agriculture,2035,0.769626925,,,,
BR,Agriculture,2040,0.753957299,,,,
BR,Agriculture,2045,0.740431903,,,,
BR,Agriculture,2050,0.730237799,,,,
BR,Agriculture,2055,0.645088357,,,,
BR,Agriculture,2060,0.623567666,,,,
BR,Agriculture,2065,0.612358517,,,,
BR,Agriculture,2070,0.590436825,,,,
BR,Agriculture,2075,0.590959319,,,,
BR,Agriculture,2080,0.571909921,,,,
BR,Agriculture,2085,0.604769997,,,,
BR,Agriculture,2090,0.583568511,,,,
BR,Agriculture,2095,0.562474726,,,,
BR,Agriculture,2100,0.541445257,,,,
CG,Agriculture,2015,0.3,,,,
CG,Agriculture,2025,0.812642055,,,,
CG,Agriculture,2030,0.786787726,,,,
CG,Agriculture,2035,0.769627098,,,,
CG,Agriculture,2040,0.753957801,,,,
CG,Agriculture,2045,0.740426104,,,,
CG,Agriculture,2050,0.730240529,,,,
CG,Agriculture,2055,0.638342372,,,,
CG,Agriculture,2060,0.62356834,,,,
CG,Agriculture,2065,0.602074685,,,,
CG,Agriculture,2070,0.590437611,,,,
CG,Agriculture,2075,0.572128519,,,,
CG,Agriculture,2080,0.571905506,,,,
CG,Agriculture,2085,0.552914353,,,,
CG,Agriculture,2090,0.533952451,,,,
CG,Agriculture,2095,0.562424201,,,,
CG,Agriculture,2100,0.541487662,,,,
CH,Agriculture,2015,0.3,,,,
CH,Agriculture,2025,0.822118387,,,,
CH,Agriculture,2030,0.795594163,,,,
CH,Agriculture,2035,0.780159652,,,,
CH,Agriculture,2040,0.767060487,,,,
CH,Agriculture,2045,0.740319515,,,,
CH,Agriculture,2050,0.730356587,,,,
CH,Agriculture,2055,0.645053755,,,,
CH,Agriculture,2060,0.623634718,,,,
CH,Agriculture,2065,0.612347043,,,,
CH,Agriculture,2070,0.590457945,,,,
CH,Agriculture,2075,0.590766774,,,,
CH,Agriculture,2080,0.571931157,,,,
CH,Agriculture,2085,0.552970803,,,,
CH,Agriculture,2090,0.583120826,,,,
CH,Agriculture,2095,0.562388645,,,,
CH,Agriculture,2100,0.541451364,,,,
DD,Agriculture,2015,0.3,,,,
DD,Agriculture,2025,0.24,,,,
DD,Agriculture,2030,0.219909502,,,,
DD,Agriculture,2035,0.198733032,,,,
DD,Agriculture,2040,0.176742081,,,,
DD,Agriculture,2045,0.154751131,,,,
DD,Agriculture,2050,0.133303167,,,,
DD,Agriculture,2055,0.11321267,,,,
DD,Agriculture,2060,0.095565611,,,,
DD,Agriculture,2065,0.08959276,,,,
DD,Agriculture,2070,0.084434389,,,,
DD,Agriculture,2075,0.079276018,,,,
DD,Agriculture,2080,0.074660633,,,,
DD,Agriculture,2085,0.070316742,,,,
DD,Agriculture,2090,0.069502262,,,,
DD,Agriculture,2095,0.06841629,,,,
DD,Agriculture,2100,0.067330317,,,,
DL,Agriculture,2015,0.3,,,,
DL,Agriculture,2025,0.812641796,,,,
DL,Agriculture,2030,0.795593798,,,,
DL,Agriculture,2035,0.780158994,,,,
DL,Agriculture,2040,0.753959832,,,,
DL,Agriculture,2045,0.740431613,,,,
DL,Agriculture,2050,0.730229176,,,,
DL,Agriculture,2055,0.645089164,,,,
DL,Agriculture,2060,0.623570337,,,,
DL,Agriculture,2065,0.612358125,,,,
DL,Agriculture,2070,0.590433144,,,,
DL,Agriculture,2075,0.590961428,,,,
DL,Agriculture,2080,0.571915289,,,,
DL,Agriculture,2085,0.552896261,,,,
DL,Agriculture,2090,0.583612937,,,,
DL,Agriculture,2095,0.562477237,,,,
DL,Agriculture,2100,0.541424481,,,,
DN,Agriculture,2015,0.3,,,,
DN,Agriculture,2025,0.24,,,,
DN,Agriculture,2030,0.219909502,,,,
DN,Agriculture,2035,0.198733032,,,,
DN,Agriculture,2040,0.176742081,,,,
DN,Agriculture,2045,0.154751131,,,,
DN,Agriculture,2050,0.133303167,,,,
DN,Agriculture,2055,0.11321267,,,,
DN,Agriculture,2060,0.095565611,,,,
DN,Agriculture,2065,0.08959276,,,,
DN,Agriculture,2070,0.084434389,,,,
DN,Agriculture,2075,0.079276018,,,,
DN,Agriculture,2080,0.074660633,,,,
DN,Agriculture,2085,0.070316742,,,,
DN,Agriculture,2090,0.069502262,,,,
DN,Agriculture,2095,0.06841629,,,,
DN,Agriculture,2100,0.067330317,,,,
GA,Agriculture,2015,0.3,,,,
GA,Agriculture,2025,0.834303804,,,,
GA,Agriculture,2030,0.822012247,,,,
GA,Agriculture,2035,0.794203756,,,,
GA,Agriculture,2040,0.785314385,,,,
GA,Agriculture,2045,0.757564177,,,,
GA,Agriculture,2050,0.753885033,,,,
GA,Agriculture,2055,0.656433661,,,,
GA,Agriculture,2060,0.634379252,,,,
GA,Agriculture,2065,0.632670772,,,,
GA,Agriculture,2070,0.610115259,,,,
GA,Agriculture,2075,0.591145115,,,,
GA,Agriculture,2080,0.571869553,,,,
GA,Agriculture,2085,0.604572203,,,,
GA,Agriculture,2090,0.583908826,,,,
GA,Agriculture,2095,0.562236203,,,,
GA,Agriculture,2100,0.541554487,,,,
GJ,Agriculture,2015,0.3,,,,
GJ,Agriculture,2025,0.812642399,,,,
GJ,Agriculture,2030,0.786787925,,,,
GJ,Agriculture,2035,0.769626541,,,,
GJ,Agriculture,2040,0.753958069,,,,
GJ,Agriculture,2045,0.740429851,,,,
GJ,Agriculture,2050,0.730241406,,,,
GJ,Agriculture,2055,0.638341307,,,,
GJ,Agriculture,2060,0.62356596,,,,
GJ,Agriculture,2065,0.602078838,,,,
GJ,Agriculture,2070,0.590433637,,,,
GJ,Agriculture,2075,0.572130484,,,,
GJ,Agriculture,2080,0.571901994,,,,
GJ,Agriculture,2085,0.552906098,,,,
GJ,Agriculture,2090,0.583578651,,,,
GJ,Agriculture,2095,0.562469768,,,,
GJ,Agriculture,2100,0.541451033,,,,
HP,Agriculture,2015,0.3,,,,
HP,Agriculture,2025,0.834303298,,,,
HP,Agriculture,2030,0.80691598,,,,
HP,Agriculture,2035,0.794202488,,,,
HP,Agriculture,2040,0.767020688,,,,
HP,Agriculture,2045,0.757503375,,,,
HP,Agriculture,2050,0.754111226,,,,
HP,Agriculture,2055,0.645094786,,,,
HP,Agriculture,2060,0.634306353,,,,
HP,Agriculture,2065,0.612356266,,,,
HP,Agriculture,2070,0.610092722,,,,
HP,Agriculture,2075,0.590983981,,,,
HP,Agriculture,2080,0.571871809,,,,
HP,Agriculture,2085,0.604719016,,,,
HP,Agriculture,2090,0.58377835,,,,
HP,Agriculture,2095,0.562261749,,,,
HP,Agriculture,2100,0.54156947,,,,
HR,Agriculture,2015,0.3,,,,
HR,Agriculture,2025,0.834303785,,,,
HR,Agriculture,2030,0.806915809,,,,
HR,Agriculture,2035,0.794202984,,,,
HR,Agriculture,2040,0.767038057,,,,
HR,Agriculture,2045,0.757485603,,,,
HR,Agriculture,2050,0.754117316,,,,
HR,Agriculture,2055,0.65633552,,,,
HR,Agriculture,2060,0.634324912,,,,
HR,Agriculture,2065,0.612359752,,,,
HR,Agriculture,2070,0.610057257,,,,
HR,Agriculture,2075,0.590961293,,,,
HR,Agriculture,2080,0.571916216,,,,
HR,Agriculture,2085,0.604755219,,,,
HR,Agriculture,2090,0.583577814,,,,
HR,Agriculture,2095,0.562460545,,,,
HR,Agriculture,2100,0.541438911,,,,
JH,Agriculture,2015,0.3,,,,
JH,Agriculture,2025,0.82169267,,,,
JH,Agriculture,2030,0.806754578,,,,
JH,Agriculture,2035,0.780459929,,,,
JH,Agriculture,2040,0.766851526,,,,
JH,Agriculture,2045,0.758311518,,,,
JH,Agriculture,2050,0.753119737,,,,
JH,Agriculture,2055,0.644951236,,,,
JH,Agriculture,2060,0.633747244,,,,
JH,Agriculture,2065,0.611878664,,,,
JH,Agriculture,2070,0.609806098,,,,
JH,Agriculture,2075,0.589824203,,,,
JH,Agriculture,2080,0.57140661,,,,
JH,Agriculture,2085,0.60914939,,,,
JH,Agriculture,2090,0.588211395,,,,
JH,Agriculture,2095,0.563145441,,,,
JH,Agriculture,2100,0.538813423,,,,
JK,Agriculture,2015,0.3,,,,
JK,Agriculture,2025,0.834303179,,,,
JK,Agriculture,2030,0.806915985,,,,
JK,Agriculture,2035,0.794203393,,,,
JK,Agriculture,2040,0.767043593,,,,
JK,Agriculture,2045,0.757478311,,,,
JK,Agriculture,2050,0.75411762,,,,
JK,Agriculture,2055,0.656326229,,,,
JK,Agriculture,2060,0.634329816,,,,
JK,Agriculture,2065,0.612362765,,,,
JK,Agriculture,2070,0.610072748,,,,
JK,Agriculture,2075,0.590943531,,,,
JK,Agriculture,2080,0.571905375,,,,
JK,Agriculture,2085,0.604755404,,,,
JK,Agriculture,2090,0.583632255,,,,
JK,Agriculture,2095,0.562439015,,,,
JK,Agriculture,2100,0.541445029,,,,
KA,Agriculture,2015,0.3,,,,
KA,Agriculture,2025,0.834743077,,,,
KA,Agriculture,2030,0.806883523,,,,
KA,Agriculture,2035,0.794149418,,,,
KA,Agriculture,2040,0.767038015,,,,
KA,Agriculture,2045,0.758043861,,,,
KA,Agriculture,2050,0.754973789,,,,
KA,Agriculture,2055,0.656628796,,,,
KA,Agriculture,2060,0.633940178,,,,
KA,Agriculture,2065,0.611753581,,,,
KA,Agriculture,2070,0.608794645,,,,
KA,Agriculture,2075,0.590907247,,,,
KA,Agriculture,2080,0.571820157,,,,
KA,Agriculture,2085,0.607961888,,,,
KA,Agriculture,2090,0.584451245,,,,
KA,Agriculture,2095,0.56689699,,,,
KA,Agriculture,2100,0.539884184,,,,
KL,Agriculture,2015,0.3,,,,
KL,Agriculture,2025,0.834303789,,,,
KL,Agriculture,2030,0.806915272,,,,
KL,Agriculture,2035,0.794204802,,,,
KL,Agriculture,2040,0.767031514,,,,
KL,Agriculture,2045,0.757500568,,,,
KL,Agriculture,2050,0.754105527,,,,
KL,Agriculture,2055,0.656330017,,,,
KL,Agriculture,2060,0.634329169,,,,
KL,Agriculture,2065,0.61235766,,,,
KL,Agriculture,2070,0.610063697,,,,
KL,Agriculture,2075,0.59095987,,,,
KL,Agriculture,2080,0.571917846,,,,
KL,Agriculture,2085,0.604764912,,,,
KL,Agriculture,2090,0.583573358,,,,
KL,Agriculture,2095,0.562463158,,,,
KL,Agriculture,2100,0.541437555,,,,
LA,Agriculture,2015,0.3,,,,
LA,Agriculture,2025,0.24,,,,
LA,Agriculture,2030,0.219909502,,,,
LA,Agriculture,2035,0.198733032,,,,
LA,Agriculture,2040,0.176742081,,,,
LA,Agriculture,2045,0.154751131,,,,
LA,Agriculture,2050,0.133303167,,,,
LA,Agriculture,2055,0.11321267,,,,
LA,Agriculture,2060,0.095565611,,,,
LA,Agriculture,2065,0.08959276,,,,
LA,Agriculture,2070,0.084434389,,,,
LA,Agriculture,2075,0.079276018,,,,
LA,Agriculture,2080,0.074660633,,,,
LA,Agriculture,2085,0.070316742,,,,
LA,Agriculture,2090,0.069502262,,,,
LA,Agriculture,2095,0.06841629,,,,
LA,Agriculture,2100,0.067330317,,,,
LD,Agriculture,2015,0.3,,,,
LD,Agriculture,2025,0.24,,,,
LD,Agriculture,2030,0.219909502,,,,
LD,Agriculture,2035,0.198733032,,,,
LD,Agriculture,2040,0.176742081,,,,
LD,Agriculture,2045,0.154751131,,,,
LD,Agriculture,2050,0.133303167,,,,
LD,Agriculture,2055,0.11321267,,,,
LD,Agriculture,2060,0.095565611,,,,
LD,Agriculture,2065,0.08959276,,,,
LD,Agriculture,2070,0.084434389,,,,
LD,Agriculture,2075,0.079276018,,,,
LD,Agriculture,2080,0.074660633,,,,
LD,Agriculture,2085,0.070316742,,,,
LD,Agriculture,2090,0.069502262,,,,
LD,Agriculture,2095,0.06841629,,,,
LD,Agriculture,2100,0.067330317,,,,
MH,Agriculture,2015,0.3,,,,
MH,Agriculture,2025,0.822117912,,,,
MH,Agriculture,2030,0.79559416,,,,
MH,Agriculture,2035,0.780159904,,,,
MH,Agriculture,2040,0.767033996,,,,
MH,Agriculture,2045,0.740432057,,,,
MH,Agriculture,2050,0.73023847,,,,
MH,Agriculture,2055,0.645089621,,,,
MH,Agriculture,2060,0.62356564,,,,
MH,Agriculture,2065,0.612359883,,,,
MH,Agriculture,2070,0.590436366,,,,
MH,Agriculture,2075,0.590960566,,,,
MH,Agriculture,2080,0.571909695,,,,
MH,Agriculture,2085,0.6047706,,,,
MH,Agriculture,2090,0.583576121,,,,
MH,Agriculture,2095,0.562463968,,,,
MH,Agriculture,2100,0.541449537,,,,
ML,Agriculture,2015,0.3,,,,
ML,Agriculture,2025,0.822119586,,,,
ML,Agriculture,2030,0.806915285,,,,
ML,Agriculture,2035,0.780160032,,,,
ML,Agriculture,2040,0.767029344,,,,
ML,Agriculture,2045,0.757519584,,,,
ML,Agriculture,2050,0.754006536,,,,
ML,Agriculture,2055,0.645130422,,,,
ML,Agriculture,2060,0.634276584,,,,
ML,Agriculture,2065,0.612373578,,,,
ML,Agriculture,2070,0.610054481,,,,
ML,Agriculture,2075,0.591035953,,,,
ML,Agriculture,2080,0.571844085,,,,
ML,Agriculture,2085,0.604981942,,,,
ML,Agriculture,2090,0.583418073,,,,
ML,Agriculture,2095,0.562481909,,,,
ML,Agriculture,2100,0.541509535,,,,
MN,Agriculture,2015,0.3,,,,
MN,Agriculture,2025,0.834304076,,,,
MN,Agriculture,2030,0.822011224,,,,
MN,Agriculture,2035,0.794203237,,,,
MN,Agriculture,2040,0.785381778,,,,
MN,Agriculture,2045,0.757513779,,,,
MN,Agriculture,2050,0.754006779,,,,
MN,Agriculture,2055,0.656333296,,,,
MN,Agriculture,2060,0.634372128,,,,
MN,Agriculture,2065,0.632911083,,,,
MN,Agriculture,2070,0.609972535,,,,
MN,Agriculture,2075,0.591058124,,,,
MN,Agriculture,2080,0.626111264,,,,
MN,Agriculture,2085,0.604644532,,,,
MN,Agriculture,2090,0.583616259,,,,
MN,Agriculture,2095,0.562724572,,,,
MN,Agriculture,2100,0.541168904,,,,
MP,Agriculture,2015,0.3,,,,
MP,Agriculture,2025,0.82211894,,,,
MP,Agriculture,2030,0.795594003,,,,
MP,Agriculture,2035,0.780159927,,,,
MP,Agriculture,2040,0.767034581,,,,
MP,Agriculture,2045,0.740431741,,,,
MP,Agriculture,2050,0.730238616,,,,
MP,Agriculture,2055,0.645088631,,,,
MP,Agriculture,2060,0.62356676,,,,
MP,Agriculture,2065,0.612360047,,,,
MP,Agriculture,2070,0.590436228,,,,
MP,Agriculture,2075,0.590958916,,,,
MP,Agriculture,2080,0.571909407,,,,
MP,Agriculture,2085,0.552907642,,,,
MP,Agriculture,2090,0.583560704,,,,
MP,Agriculture,2095,0.562462089,,,,
MP,Agriculture,2100,0.541456246,,,,
MZ,Agriculture,2015,0.3,,,,
MZ,Agriculture,2025,0.834303346,,,,
MZ,Agriculture,2030,0.822011097,,,,
MZ,Agriculture,2035,0.794203265,,,,
MZ,Agriculture,2040,0.785460118,,,,
MZ,Agriculture,2045,0.757385185,,,,
MZ,Agriculture,2050,0.754169387,,,,
MZ,Agriculture,2055,0.656260402,,,,
MZ,Agriculture,2060,0.6343229,,,,
MZ,Agriculture,2065,0.633114041,,,,
MZ,Agriculture,2070,0.610045237,,,,
MZ,Agriculture,2075,0.590768269,,,,
MZ,Agriculture,2080,0.626766962,,,,
MZ,Agriculture,2085,0.605340453,,,,
MZ,Agriculture,2090,0.582269089,,,,
MZ,Agriculture,2095,0.563008055,,,,
MZ,Agriculture,2100,0.542417025,,,,
NL,Agriculture,2015,0.3,,,,
NL,Agriculture,2025,0.83430313,,,,
NL,Agriculture,2030,0.822012526,,,,
NL,Agriculture,2035,0.794203204,,,,
NL,Agriculture,2040,0.78530762,,,,
NL,Agriculture,2045,0.783172528,,,,
NL,Agriculture,2050,0.75409074,,,,
NL,Agriculture,2055,0.656300501,,,,
NL,Agriculture,2060,0.634344918,,,,
NL,Agriculture,2065,0.632859623,,,,
NL,Agriculture,2070,0.610193476,,,,
NL,Agriculture,2075,0.591033425,,,,
NL,Agriculture,2080,0.625109412,,,,
NL,Agriculture,2085,0.604802541,,,,
NL,Agriculture,2090,0.583576762,,,,
NL,Agriculture,2095,0.562503968,,,,
NL,Agriculture,2100,0.541556489,,,,
OD,Agriculture,2015,0.3,,,,
OD,Agriculture,2025,0.822118945,,,,
OD,Agriculture,2030,0.795593879,,,,
OD,Agriculture,2035,0.780159551,,,,
OD,Agriculture,2040,0.767033151,,,,
OD,Agriculture,2045,0.740433235,,,,
OD,Agriculture,2050,0.730241197,,,,
OD,Agriculture,2055,0.645086322,,,,
OD,Agriculture,2060,0.634329361,,,,
OD,Agriculture,2065,0.612358818,,,,
OD,Agriculture,2070,0.590436797,,,,
OD,Agriculture,2075,0.590953205,,,,
OD,Agriculture,2080,0.571906475,,,,
OD,Agriculture,2085,0.604812852,,,,
OD,Agriculture,2090,0.58354247,,,,
OD,Agriculture,2095,0.562501134,,,,
OD,Agriculture,2100,0.5414276,,,,
PB,Agriculture,2015,0.3,,,,
PB,Agriculture,2025,0.822118749,,,,
PB,Agriculture,2030,0.795593816,,,,
PB,Agriculture,2035,0.780159515,,,,
PB,Agriculture,2040,0.767034565,,,,
PB,Agriculture,2045,0.757492804,,,,
PB,Agriculture,2050,0.730244597,,,,
PB,Agriculture,2055,0.645085754,,,,
PB,Agriculture,2060,0.634326916,,,,
PB,Agriculture,2065,0.612363731,,,,
PB,Agriculture,2070,0.610063409,,,,
PB,Agriculture,2075,0.590951512,,,,
PB,Agriculture,2080,0.571920186,,,,
PB,Agriculture,2085,0.604750746,,,,
PB,Agriculture,2090,0.583554841,,,,
PB,Agriculture,2095,0.562450435,,,,
PB,Agriculture,2100,0.541494115,,,,
PC,Agriculture,2015,0.3,,,,
PC,Agriculture,2025,0.822118801,,,,
PC,Agriculture,2030,0.80691582,,,,
PC,Agriculture,2035,0.78015963,,,,
PC,Agriculture,2040,0.767049507,,,,
PC,Agriculture,2045,0.757462764,,,,
PC,Agriculture,2050,0.754053179,,,,
PC,Agriculture,2055,0.645129174,,,,
PC,Agriculture,2060,0.634329744,,,,
PC,Agriculture,2065,0.612303393,,,,
PC,Agriculture,2070,0.610003587,,,,
PC,Agriculture,2075,0.590957231,,,,
PC,Agriculture,2080,0.571901913,,,,
PC,Agriculture,2085,0.60539718,,,,
PC,Agriculture,2090,0.583761346,,,,
PC,Agriculture,2095,0.561825115,,,,
PC,Agriculture,2100,0.541612086,,,,
RJ,Agriculture,2015,0.3,,,,
RJ,Agriculture,2025,0.82211898,,,,
RJ,Agriculture,2030,0.795594259,,,,
RJ,Agriculture,2035,0.780159722,,,,
RJ,Agriculture,2040,0.767032812,,,,
RJ,Agriculture,2045,0.740432344,,,,
RJ,Agriculture,2050,0.730239925,,,,
RJ,Agriculture,2055,0.645088263,,,,
RJ,Agriculture,2060,0.623566938,,,,
RJ,Agriculture,2065,0.612360254,,,,
RJ,Agriculture,2070,0.590434464,,,,
RJ,Agriculture,2075,0.590963355,,,,
RJ,Agriculture,2080,0.571907737,,,,
RJ,Agriculture,2085,0.604762524,,,,
RJ,Agriculture,2090,0.583576535,,,,
RJ,Agriculture,2095,0.562478872,,,,
RJ,Agriculture,2100,0.541437662,,,,
SK,Agriculture,2015,0.3,,,,
SK,Agriculture,2025,0.834303074,,,,
SK,Agriculture,2030,0.806916092,,,,
SK,Agriculture,2035,0.794203079,,,,
SK,Agriculture,2040,0.766844179,,,,
SK,Agriculture,2045,0.757971322,,,,
SK,Agriculture,2050,0.753539164,,,,
SK,Agriculture,2055,0.645074657,,,,
SK,Agriculture,2060,0.634472296,,,,
SK,Agriculture,2065,0.612241357,,,,
SK,Agriculture,2070,0.610005566,,,,
SK,Agriculture,2075,0.591102777,,,,
SK,Agriculture,2080,0.572148806,,,,
SK,Agriculture,2085,0.603244359,,,,
SK,Agriculture,2090,0.584873407,,,,
SK,Agriculture,2095,0.561160603,,,,
SK,Agriculture,2100,0.542899138,,,,
TN,Agriculture,2015,0.3,,,,
TN,Agriculture,2025,0.822119081,,,,
TN,Agriculture,2030,0.795594001,,,,
TN,Agriculture,2035,0.780159921,,,,
TN,Agriculture,2040,0.767035274,,,,
TN,Agriculture,2045,0.74043076,,,,
TN,Agriculture,2050,0.730238463,,,,
TN,Agriculture,2055,0.64508798,,,,
TN,Agriculture,2060,0.623566903,,,,
TN,Agriculture,2065,0.612361956,,,,
TN,Agriculture,2070,0.590434237,,,,
TN,Agriculture,2075,0.590962406,,,,
TN,Agriculture,2080,0.571912562,,,,
TN,Agriculture,2085,0.604745334,,,,
TN,Agriculture,2090,0.583568729,,,,
TN,Agriculture,2095,0.562472631,,,,
TN,Agriculture,2100,0.541467328,,,,
TR,Agriculture,2015,0.3,,,,
TR,Agriculture,2025,0.834303715,,,,
TR,Agriculture,2030,0.82201147,,,,
TR,Agriculture,2035,0.794203516,,,,
TR,Agriculture,2040,0.785293702,,,,
TR,Agriculture,2045,0.757578845,,,,
TR,Agriculture,2050,0.754051789,,,,
TR,Agriculture,2055,0.656309645,,,,
TR,Agriculture,2060,0.634365864,,,,
TR,Agriculture,2065,0.632832734,,,,
TR,Agriculture,2070,0.610109663,,,,
TR,Agriculture,2075,0.590891268,,,,
TR,Agriculture,2080,0.626133492,,,,
TR,Agriculture,2085,0.604697932,,,,
TR,Agriculture,2090,0.58356982,,,,
TR,Agriculture,2095,0.562579109,,,,
TR,Agriculture,2100,0.541742837,,,,
TS,Agriculture,2015,0.3,,,,
TS,Agriculture,2025,0.82211892,,,,
TS,Agriculture,2030,0.806915028,,,,
TS,Agriculture,2035,0.780159698,,,,
TS,Agriculture,2040,0.767032225,,,,
TS,Agriculture,2045,0.75749997,,,,
TS,Agriculture,2050,0.730239956,,,,
TS,Agriculture,2055,0.645085354,,,,
TS,Agriculture,2060,0.634329929,,,,
TS,Agriculture,2065,0.612356348,,,,
TS,Agriculture,2070,0.590436221,,,,
TS,Agriculture,2075,0.590970113,,,,
TS,Agriculture,2080,0.571911569,,,,
TS,Agriculture,2085,0.604769432,,,,
TS,Agriculture,2090,0.583534703,,,,
TS,Agriculture,2095,0.562504703,,,,
TS,Agriculture,2100,0.541414489,,,,
UK,Agriculture,2015,0.3,,,,
UK,Agriculture,2025,0.834304677,,,,
UK,Agriculture,2030,0.806915632,,,,
UK,Agriculture,2035,0.794203097,,,,
UK,Agriculture,2040,0.785348929,,,,
UK,Agriculture,2045,0.757482767,,,,
UK,Agriculture,2050,0.754090831,,,,
UK,Agriculture,2055,0.65635467,,,,
UK,Agriculture,2060,0.634317866,,,,
UK,Agriculture,2065,0.632935053,,,,
UK,Agriculture,2070,0.610062458,,,,
UK,Agriculture,2075,0.590937082,,,,
UK,Agriculture,2080,0.626072633,,,,
UK,Agriculture,2085,0.604819123,,,,
UK,Agriculture,2090,0.583604967,,,,
UK,Agriculture,2095,0.562443669,,,,
UK,Agriculture,2100,0.541469544,,,,
UP,Agriculture,2015,0.3,,,,
UP,Agriculture,2025,0.812641307,,,,
UP,Agriculture,2030,0.786787377,,,,
UP,Agriculture,2035,0.769627154,,,,
UP,Agriculture,2040,0.753957435,,,,
UP,Agriculture,2045,0.74043127,,,,
UP,Agriculture,2050,0.730238788,,,,
UP,Agriculture,2055,0.638340863,,,,
UP,Agriculture,2060,0.623566756,,,,
UP,Agriculture,2065,0.602078082,,,,
UP,Agriculture,2070,0.590436672,,,,
UP,Agriculture,2075,0.572128274,,,,
UP,Agriculture,2080,0.571908702,,,,
UP,Agriculture,2085,0.552904957,,,,
UP,Agriculture,2090,0.583573828,,,,
UP,Agriculture,2095,0.562469128,,,,
UP,Agriculture,2100,0.541445306,,,,
WB,Agriculture,2015,0.3,,,,
WB,Agriculture,2025,0.822119261,,,,
WB,Agriculture,2030,0.795593801,,,,
WB,Agriculture,2035,0.780159401,,,,
WB,Agriculture,2040,0.767033006,,,,
WB,Agriculture,2045,0.740432342,,,,
WB,Agriculture,2050,0.730237617,,,,
WB,Agriculture,2055,0.645090143,,,,
WB,Agriculture,2060,0.634324674,,,,
WB,Agriculture,2065,0.612360668,,,,
WB,Agriculture,2070,0.590434276,,,,
WB,Agriculture,2075,0.590964506,,,,
WB,Agriculture,2080,0.571903589,,,,
WB,Agriculture,2085,0.604781265,,,,
WB,Agriculture,2090,0.583580887,,,,
WB,Agriculture,2095,0.562467927,,,,
WB,Agriculture,2100,0.541427383,,,,
AN,cement,2015,0.45,,,,
AN,cement,2025,0.822118858,,,,
AN,cement,2030,0.806916024,,,,
AN,cement,2035,0.780159276,,,,
AN,cement,2040,0.766865049,,,,
AN,cement,2045,0.757281015,,,,
